Transaction_ID,Date,Customer_ID,Gender,Age,Product_Category,Quantity,Price,Total_Amount
89,2023-06-09,CUST0694,Female,43,Electronics,1,311.05,311.05
90,2023-11-18,CUST0105,Female,61,Sports,1,89.48,89.48
91,2023-10-17,CUST0043,Female,52,Home,3,82.76,248.28
92,2023-11-28,CUST0013,Female,70,Home,1,97.34,97.34
93,2023-07-05,CUST0913,Female,63,Electronics,4,261.14,1044.56
94,2023-09-25,CUST0277,Female,47,Home,5,90.74,453.7
95,2023-05-06,CUST0286,Female,33,Home,5,104.41,522.05
96,2023-07-14,CUST0030,Female,38,Electronics,4,265.45,1061.8
97,2023-05-13,CUST0287,Female,53,Clothing,5,58.96,294.8
98,2023-02-13,CUST0738,Female,49,Sports,2,86.1,172.2
99,2023-11-27,CUST0503,Female,68,Clothing,1,45.88,45.88
100,2023-07-27,CUST0250,Female,60,Sports,3,79.14,237.42
101,2023-09-29,CUST0436,Female,40,Home,3,92.26,276.78
102,2023-04-29,CUST0739,Male,38,Clothing,5,59.02,295.1
103,2023-12-20,CUST0197,Male,65,Home,3,108.98,326.94
104,2023-09-26,CUST0290,Male,30,Beauty,2,28.33,56.66
105,2023-06-04,CUST0726,Male,35,Clothing,1,51.07,51.07
106,2023-12-24,CUST0654,Female,24,Clothing,5,45.69,228.45
107,2023-09-03,CUST0349,Male,21,Beauty,4,25.37,101.48
108,2023-02-03,CUST0504,Male,54,Clothing,2,42.98,85.96
109,2023-10-16,CUST0088,Male,25,Sports,4,83.4,333.6
110,2023-11-13,CUST0795,Female,46,Home,3,114.41,343.23
111,2023-08-08,CUST0583,Male,57,Clothing,2,52.51,105.02
112,2023-05-16,CUST0084,Male,33,Electronics,5,249.01,1245.05
113,2023-01-02,CUST0462,Female,36,Clothing,2,45.76,91.52
114,2023-05-25,CUST0881,Female,22,Electronics,3,334.54,1003.62
115,2023-11-17,CUST0678,Male,45,Clothing,5,44.5,222.5
116,2023-03-18,CUST0847,Male,22,Clothing,2,55.85,111.7
117,2023-11-01,CUST0845,Female,46,Clothing,4,53.77,215.08
118,2023-12-25,CUST0966,Female,50,Sports,4,78.01,312.04
119,2023-11-03,CUST0911,Female,65,Beauty,5,27.0,135.0
120,2023-02-16,CUST0985,Male,66,Beauty,5,24.48,122.4
121,2023-03-31,CUST0532,Female,35,Electronics,5,292.31,1461.55
122,2023-09-09,CUST0482,Female,44,Beauty,3,32.04,96.12
123,2023-03-24,CUST0422,Female,36,Home,5,81.47,407.35
124,2023-02-15,CUST0259,Female,25,Home,5,113.0,565.0
125,2023-01-01,CUST0891,Female,44,Clothing,2,50.37,100.74
126,2023-11-15,CUST0511,Female,66,Clothing,2,45.34,90.68
127,2023-03-09,CUST0449,Female,25,Clothing,5,55.99,279.95
128,2023-12-30,CUST0319,Male,53,Home,1,88.99,88.99
129,2023-02-28,CUST0970,Male,59,Electronics,4,351.92,1407.68
130,2023-05-30,CUST0723,Female,44,Home,4,89.75,359.0
131,2023-10-10,CUST0393,Male,56,Sports,2,91.65,183.3
132,2023-05-22,CUST0809,Female,39,Sports,3,90.26,270.78
133,2023-05-25,CUST0306,Female,27,Home,5,99.37,496.85
134,2023-06-20,CUST0782,Female,47,Beauty,2,35.77,71.54
135,2023-05-03,CUST0393,Male,67,Home,1,92.73,92.73
136,2023-08-31,CUST0936,Female,42,Electronics,4,355.78,1423.12
137,2023-03-06,CUST0989,Female,24,Home,1,101.04,101.04
138,2023-08-22,CUST0740,Male,44,Electronics,1,296.34,296.34
139,2023-05-16,CUST0639,Female,59,Clothing,3,57.05,171.15
140,2023-10-01,CUST0978,Female,58,Home,5,81.44,407.2
141,2023-02-05,CUST0647,Female,32,Clothing,4,59.57,238.28
142,2023-11-21,CUST0894,Male,46,Electronics,3,348.41,1045.23
143,2023-01-24,CUST0816,Male,36,Beauty,3,29.17,87.51
144,2023-05-06,CUST0422,Male,28,Electronics,1,313.14,313.14
145,2023-07-15,CUST0700,Male,49,Sports,2,71.43,142.86
146,2023-11-23,CUST0471,Female,60,Clothing,4,58.02,232.08
147,2023-12-13,CUST0162,Male,46,Beauty,5,27.59,137.95
148,2023-08-06,CUST0257,Female,37,Electronics,4,342.4,1369.6
149,2023-02-24,CUST0391,Female,54,Beauty,3,24.26,72.78
150,2023-12-04,CUST0282,Male,54,Clothing,5,54.9,274.5
151,2023-05-27,CUST0819,Male,56,Beauty,2,31.64,63.28
152,2023-11-14,CUST0695,Male,58,Clothing,1,46.18,46.18
153,2023-08-14,CUST0594,Female,64,Electronics,1,349.16,349.16
154,2023-06-17,CUST0426,Male,30,Electronics,5,345.18,1725.9
155,2023-07-07,CUST0514,Female,28,Beauty,4,35.61,142.44
156,2023-06-01,CUST0892,Female,69,Clothing,4,59.26,237.04
157,2023-03-14,CUST0990,Male,61,Home,5,94.63,473.15
158,2023-07-22,CUST0271,Male,47,Beauty,3,31.01,93.03
159,2023-11-23,CUST0111,Male,48,Clothing,5,57.68,288.4
160,2023-10-15,CUST0938,Male,59,Clothing,4,58.19,232.76
161,2023-06-04,CUST0419,Male,26,Clothing,1,46.09,46.09
162,2023-09-10,CUST0100,Male,52,Electronics,4,294.44,1177.76
163,2023-12-10,CUST0714,Female,55,Electronics,4,318.59,1274.36
164,2023-09-08,CUST0418,Female,20,Beauty,2,29.32,58.64
165,2023-05-01,CUST0102,Female,52,Beauty,1,28.78,28.78
166,2023-04-08,CUST0972,Female,23,Electronics,5,356.53,1782.65
167,2023-01-26,CUST0342,Male,26,Sports,2,66.2,132.4
168,2023-10-11,CUST0601,Male,70,Electronics,3,332.92,998.76
169,2023-11-02,CUST0284,Male,26,Sports,3,89.55,268.65
170,2023-02-26,CUST0888,Male,26,Clothing,3,55.8,167.4
171,2023-05-02,CUST0332,Male,29,Beauty,1,25.52,25.52
172,2023-08-04,CUST0117,Male,48,Home,3,100.53,301.59
173,2023-02-25,CUST0516,Male,57,Clothing,5,46.03,230.15
174,2023-11-26,CUST0063,Female,43,Home,1,99.61,99.61
175,2023-08-16,CUST0921,Male,38,Sports,2,66.1,132.2
176,2023-05-21,CUST0649,Female,42,Sports,5,73.44,367.2
177,2023-09-16,CUST0441,Male,68,Clothing,5,54.42,272.1
178,2023-04-21,CUST0463,Male,44,Beauty,4,28.78,115.12
179,2023-02-18,CUST0438,Female,60,Beauty,3,35.44,106.32
180,2023-12-18,CUST0069,Male,23,Clothing,4,41.93,167.72
181,2023-07-10,CUST0134,Male,55,Sports,5,74.55,372.75
182,2023-03-04,CUST0363,Female,64,Clothing,3,52.01,156.03
183,2023-06-30,CUST0592,Male,27,Home,2,113.89,227.78
184,2023-06-29,CUST0377,Male,66,Beauty,5,26.71,133.55
185,2023-08-08,CUST0998,Male,56,Beauty,1,26.16,26.16
186,2023-12-26,CUST0317,Female,40,Clothing,2,57.4,114.8
187,2023-10-17,CUST0411,Male,27,Clothing,1,54.92,54.92
188,2023-04-21,CUST0430,Female,39,Electronics,3,277.4,832.2
189,2023-06-16,CUST0965,Male,21,Electronics,2,330.53,661.06
190,2023-01-26,CUST0084,Female,46,Home,4,104.28,417.12
191,2023-08-01,CUST0221,Male,40,Home,1,91.33,91.33
192,2023-12-14,CUST0499,Female,20,Electronics,4,358.13,1432.52
193,2023-01-29,CUST0210,Female,31,Electronics,3,274.73,824.19
194,2023-03-03,CUST0510,Female,29,Electronics,4,303.91,1215.64
195,2023-04-28,CUST0573,Female,22,Home,1,97.45,97.45
196,2023-08-24,CUST0883,Female,54,Home,5,96.18,480.9
197,2023-11-24,CUST0297,Male,43,Clothing,3,43.44,130.32
198,2023-11-13,CUST0852,Female,23,Home,1,89.73,89.73
199,2023-10-29,CUST0537,Male,43,Beauty,3,26.66,79.98
200,2023-03-28,CUST0523,Male,51,Sports,2,92.99,185.98
201,2023-06-28,CUST0745,Male,33,Clothing,2,45.12,90.24
202,2023-03-30,CUST0157,Male,29,Home,4,110.18,440.72
203,2023-10-24,CUST0698,Female,58,Beauty,2,29.28,58.56
204,2023-08-29,CUST0647,Female,68,Beauty,5,24.67,123.35
205,2023-09-17,CUST0318,Female,46,Clothing,1,47.37,47.37
206,2023-05-27,CUST0661,Male,57,Sports,5,76.3,381.5
207,2023-10-25,CUST0978,Male,46,Sports,2,74.29,148.58
208,2023-09-01,CUST0155,Male,46,Clothing,3,59.65,178.95
209,2023-02-13,CUST0662,Male,20,Electronics,4,358.92,1435.68
210,2023-09-26,CUST0625,Male,41,Beauty,3,28.65,85.95
211,2023-06-23,CUST0613,Male,68,Beauty,1,27.96,27.96
212,2023-10-13,CUST0396,Female,34,Sports,2,74.67,149.34
213,2023-10-26,CUST0145,Female,37,Home,2,103.8,207.6
214,2023-02-13,CUST0573,Female,59,Beauty,2,32.04,64.08
215,2023-12-17,CUST0096,Female,50,Beauty,1,28.35,28.35
216,2023-04-03,CUST0350,Female,30,Electronics,2,258.59,517.18
217,2023-06-01,CUST0104,Male,60,Beauty,5,25.57,127.85
218,2023-07-12,CUST0167,Male,62,Sports,2,87.08,174.16
219,2023-01-23,CUST0374,Male,46,Sports,3,88.08,264.24
220,2023-08-18,CUST0547,Male,37,Home,2,94.71,189.42
221,2023-10-20,CUST0473,Female,67,Home,5,101.1,505.5
222,2023-03-24,CUST0821,Male,34,Clothing,4,57.48,229.92
223,2023-10-11,CUST0729,Male,36,Clothing,2,45.46,90.92
224,2023-09-20,CUST0851,Female,23,Electronics,4,346.16,1384.64
225,2023-01-14,CUST0055,Female,50,Beauty,2,28.63,57.26
226,2023-02-11,CUST0230,Male,38,Clothing,3,55.83,167.49
227,2023-03-12,CUST0294,Female,62,Electronics,4,293.83,1175.32
228,2023-01-03,CUST0020,Female,31,Electronics,5,352.83,1764.15
229,2023-11-08,CUST0434,Male,67,Beauty,2,27.61,55.22
230,2023-01-25,CUST0430,Female,22,Clothing,4,51.93,207.72
231,2023-01-09,CUST0528,Male,63,Electronics,3,291.51,874.53
232,2023-11-11,CUST0247,Female,29,Clothing,5,59.49,297.45
233,2023-02-04,CUST0558,Male,42,Home,1,105.43,105.43
234,2023-07-11,CUST0766,Male,40,Clothing,3,44.82,134.46
235,2023-12-03,CUST0107,Female,26,Clothing,3,50.92,152.76
236,2023-11-26,CUST0851,Female,62,Home,2,112.46,224.92
237,2023-02-02,CUST0795,Female,20,Beauty,2,24.53,49.06
238,2023-04-13,CUST0324,Female,50,Home,5,98.94,494.7
239,2023-01-19,CUST0663,Male,36,Beauty,1,34.39,34.39
240,2023-06-19,CUST0128,Female,45,Home,4,115.79,463.16
241,2023-07-17,CUST0998,Male,49,Home,3,116.97,350.91
242,2023-09-23,CUST0821,Male,64,Home,1,97.22,97.22
243,2023-04-03,CUST0301,Female,24,Clothing,3,53.22,159.66
244,2023-06-06,CUST0618,Female,28,Home,3,97.89,293.67
245,2023-06-30,CUST0446,Female,58,Clothing,1,53.42,53.42
246,2023-07-27,CUST0526,Male,19,Electronics,5,321.37,1606.85
247,2023-08-13,CUST0130,Male,33,Beauty,3,28.59,85.77
248,2023-10-18,CUST0620,Male,61,Home,3,94.88,284.64
249,2023-02-09,CUST0141,Female,43,Beauty,3,27.0,81.0
250,2023-02-28,CUST0754,Male,49,Sports,4,93.23,372.92
251,2023-03-02,CUST0794,Female,63,Home,2,119.85,239.7
252,2023-05-27,CUST0939,Female,30,Clothing,2,57.06,114.12
253,2023-08-20,CUST0921,Female,23,Beauty,3,32.51,97.53
254,2023-10-09,CUST0298,Female,28,Electronics,3,301.05,903.15
255,2023-03-04,CUST0812,Male,33,Home,1,94.44,94.44
256,2023-10-21,CUST0479,Male,57,Clothing,1,46.19,46.19
257,2023-09-03,CUST0421,Female,70,Sports,1,68.01,68.01
258,2023-06-12,CUST0076,Female,47,Sports,3,68.11,204.33
259,2023-10-10,CUST0602,Male,67,Electronics,4,300.34,1201.36
260,2023-01-29,CUST0531,Male,37,Electronics,2,278.72,557.44
261,2023-12-30,CUST0355,Female,23,Beauty,2,31.62,63.24
262,2023-10-10,CUST0129,Female,57,Sports,1,80.08,80.08
263,2023-03-28,CUST0965,Male,28,Sports,5,74.8,374.0
264,2023-10-16,CUST0846,Male,23,Clothing,5,45.29,226.45
265,2023-04-18,CUST0586,Female,57,Clothing,4,57.78,231.12
266,2023-10-07,CUST0658,Female,48,Electronics,4,275.69,1102.76
267,2023-02-07,CUST0062,Male,46,Home,4,98.58,394.32
268,2023-06-24,CUST0148,Female,63,Beauty,3,35.7,107.1
269,2023-03-08,CUST0380,Male,38,Electronics,4,254.7,1018.8
270,2023-08-19,CUST0145,Male,21,Beauty,4,34.37,137.48
271,2023-08-03,CUST0986,Male,70,Beauty,5,32.65,163.25
272,2023-04-08,CUST0164,Female,50,Home,4,115.16,460.64
273,2023-09-12,CUST0093,Female,50,Home,2,88.61,177.22
274,2023-06-30,CUST0052,Female,49,Sports,4,73.14,292.56
275,2023-01-05,CUST0442,Male,34,Beauty,4,28.39,113.56
276,2023-07-25,CUST0584,Male,41,Sports,3,66.35,199.05
277,2023-09-16,CUST0783,Female,70,Sports,5,67.8,339.0
278,2023-02-19,CUST0383,Female,53,Beauty,2,26.39,52.78
279,2023-09-18,CUST0513,Male,20,Clothing,2,54.27,108.54
280,2023-08-31,CUST0468,Male,56,Sports,2,74.49,148.98
281,2023-11-10,CUST0167,Female,57,Beauty,5,28.04,140.2
282,2023-09-18,CUST0502,Female,48,Clothing,3,46.62,139.86
283,2023-02-26,CUST0598,Female,68,Clothing,5,49.49,247.45
284,2023-12-02,CUST0996,Male,64,Clothing,5,49.61,248.05
285,2023-09-26,CUST0739,Female,27,Electronics,1,308.71,308.71
286,2023-12-25,CUST0196,Male,46,Beauty,4,25.82,103.28
287,2023-12-20,CUST0421,Female,65,Clothing,2,50.37,100.74
288,2023-10-15,CUST0679,Female,51,Home,3,118.27,354.81
289,2023-08-24,CUST0351,Female,61,Beauty,5,29.81,149.05
290,2023-05-07,CUST0572,Female,32,Beauty,3,32.46,97.38
291,2023-12-20,CUST0501,Female,48,Beauty,5,35.2,176.0
292,2023-05-21,CUST0125,Female,43,Beauty,2,27.49,54.98
293,2023-05-28,CUST0081,Female,46,Beauty,4,26.57,106.28
294,2023-10-03,CUST0956,Female,26,Clothing,5,54.82,274.1
295,2023-05-03,CUST0052,Male,58,Electronics,1,252.02,252.02
296,2023-06-19,CUST0484,Male,61,Electronics,1,355.74,355.74
297,2023-03-22,CUST0669,Female,48,Electronics,3,278.54,835.62
298,2023-11-27,CUST0930,Male,59,Sports,2,81.12,162.24
299,2023-01-20,CUST0428,Male,20,Home,4,87.45,349.8
300,2023-05-29,CUST0010,Female,54,Sports,1,93.71,93.71
301,2023-06-21,CUST0466,Female,26,Sports,4,72.73,290.92
302,2023-02-27,CUST0167,Female,59,Beauty,2,24.17,48.34
303,2023-06-22,CUST0303,Male,29,Sports,4,90.46,361.84
304,2023-09-21,CUST0089,Female,60,Clothing,2,59.63,119.26
305,2023-09-02,CUST0959,Male,18,Beauty,4,26.83,107.32
306,2023-05-17,CUST0310,Male,34,Beauty,2,24.75,49.5
307,2023-03-02,CUST0315,Male,43,Sports,3,86.09,258.27
308,2023-11-24,CUST0377,Male,32,Electronics,4,258.38,1033.52
309,2023-11-07,CUST0426,Female,66,Sports,2,88.38,176.76
310,2023-12-15,CUST0611,Male,51,Home,5,108.15,540.75
311,2023-02-09,CUST0115,Male,53,Sports,2,82.33,164.66
312,2023-03-18,CUST0336,Female,25,Electronics,5,298.66,1493.3
313,2023-09-19,CUST0829,Male,47,Electronics,5,289.85,1449.25
314,2023-10-16,CUST0573,Female,61,Beauty,1,28.75,28.75
315,2023-01-02,CUST0224,Male,20,Home,3,108.02,324.06
316,2023-10-05,CUST0958,Male,48,Clothing,3,48.18,144.54
317,2023-03-11,CUST0657,Female,41,Home,4,114.78,459.12
318,2023-07-13,CUST0083,Male,59,Beauty,1,26.14,26.14
319,2023-10-03,CUST0542,Male,64,Electronics,1,330.74,330.74
320,2023-06-02,CUST0690,Female,52,Home,2,89.9,179.8
321,2023-06-27,CUST0283,Male,64,Clothing,1,56.19,56.19
322,2023-08-03,CUST0785,Male,33,Electronics,1,252.11,252.11
323,2023-01-18,CUST0613,Male,33,Clothing,4,48.78,195.12
324,2023-10-04,CUST0773,Male,26,Sports,3,71.49,214.47
325,2023-10-22,CUST0592,Female,33,Beauty,2,35.83,71.66
326,2023-09-24,CUST0424,Female,35,Clothing,5,58.97,294.85
327,2023-03-31,CUST0696,Female,53,Home,1,118.89,118.89
328,2023-11-26,CUST0391,Female,62,Home,4,85.97,343.88
329,2023-07-12,CUST0773,Female,33,Electronics,3,342.9,1028.7
330,2023-03-15,CUST0475,Male,53,Home,4,102.29,409.16
331,2023-03-10,CUST0249,Female,31,Beauty,1,35.07,35.07
332,2023-07-09,CUST0549,Male,21,Beauty,4,32.08,128.32
333,2023-11-05,CUST0895,Male,30,Sports,5,70.94,354.7
334,2023-04-17,CUST0311,Male,31,Electronics,1,329.63,329.63
335,2023-09-03,CUST0713,Male,43,Electronics,5,278.59,1392.95
336,2023-05-25,CUST0478,Female,37,Beauty,3,30.15,90.45
337,2023-09-12,CUST0101,Female,66,Beauty,2,28.45,56.9
338,2023-07-31,CUST0577,Male,65,Electronics,1,271.29,271.29
339,2023-10-27,CUST0738,Female,36,Electronics,2,279.58,559.16
340,2023-07-14,CUST0854,Male,49,Sports,3,72.23,216.69
341,2023-09-08,CUST0658,Female,47,Electronics,3,260.31,780.93
342,2023-10-07,CUST0189,Male,51,Clothing,1,58.9,58.9
343,2023-12-09,CUST0783,Male,44,Electronics,2,248.16,496.32
344,2023-03-19,CUST0224,Female,41,Clothing,5,52.75,263.75
345,2023-11-12,CUST0676,Female,19,Clothing,5,51.03,255.15
346,2023-01-07,CUST0543,Female,52,Beauty,1,30.03,30.03
347,2023-12-24,CUST0441,Male,24,Clothing,5,42.98,214.9
348,2023-04-09,CUST0540,Female,70,Beauty,3,33.54,100.62
349,2023-02-10,CUST0983,Female,47,Sports,2,95.69,191.38
350,2023-04-26,CUST0701,Male,59,Clothing,1,48.11,48.11
351,2023-07-13,CUST0488,Male,58,Clothing,2,41.65,83.3
352,2023-08-11,CUST0804,Female,54,Clothing,5,58.38,291.9
353,2023-04-28,CUST0923,Female,35,Clothing,1,53.69,53.69
354,2023-05-24,CUST0578,Male,29,Beauty,1,35.54,35.54
355,2023-10-28,CUST0771,Female,22,Beauty,2,30.77,61.54
356,2023-10-18,CUST0694,Female,42,Electronics,1,300.1,300.1
357,2023-06-27,CUST0101,Female,32,Clothing,3,52.1,156.3
358,2023-11-11,CUST0407,Female,19,Beauty,4,29.89,119.56
359,2023-07-02,CUST0964,Female,45,Electronics,5,319.28,1596.4
360,2023-02-13,CUST0634,Female,69,Electronics,1,249.84,249.84
361,2023-03-20,CUST0729,Male,65,Home,3,94.43,283.29
362,2023-02-16,CUST0966,Female,46,Beauty,3,25.23,75.69
363,2023-02-14,CUST0442,Female,53,Sports,5,77.06,385.3
364,2023-01-14,CUST0363,Male,56,Sports,3,91.64,274.92
365,2023-01-07,CUST0424,Female,67,Clothing,5,58.1,290.5
366,2023-05-05,CUST0534,Male,61,Home,2,85.55,171.1
367,2023-06-04,CUST0505,Male,22,Electronics,4,273.12,1092.48
368,2023-06-03,CUST0802,Male,41,Beauty,2,32.65,65.3
369,2023-09-11,CUST0632,Male,47,Clothing,2,46.09,92.18
370,2023-07-22,CUST0862,Female,69,Beauty,4,28.02,112.08
371,2023-11-30,CUST0140,Female,38,Sports,2,79.33,158.66
372,2023-04-01,CUST0992,Female,36,Home,5,111.28,556.4
373,2023-06-16,CUST0288,Female,41,Clothing,5,44.0,220.0
374,2023-10-07,CUST0699,Male,64,Home,2,97.54,195.08
375,2023-05-30,CUST0071,Female,61,Home,2,105.33,210.66
376,2023-05-04,CUST0675,Male,63,Home,4,82.96,331.84
377,2023-11-03,CUST0597,Female,52,Sports,4,81.4,325.6
378,2023-07-04,CUST0917,Male,24,Electronics,3,259.96,779.88
379,2023-11-10,CUST0577,Female,66,Beauty,4,25.27,101.08
380,2023-02-20,CUST0228,Male,46,Beauty,4,29.56,118.24
381,2023-12-14,CUST0708,Male,40,Clothing,4,42.09,168.36
382,2023-08-01,CUST0119,Male,40,Beauty,3,29.46,88.38
383,2023-04-16,CUST0495,Female,48,Clothing,4,54.44,217.76
384,2023-08-20,CUST0069,Female,20,Clothing,1,56.98,56.98
385,2023-11-28,CUST0694,Male,65,Electronics,5,260.93,1304.65
386,2023-03-23,CUST0574,Female,47,Electronics,4,315.57,1262.28
387,2023-04-06,CUST0674,Female,43,Clothing,5,57.66,288.3
388,2023-08-19,CUST0440,Female,18,Electronics,2,273.4,546.8
389,2023-12-27,CUST0816,Male,54,Clothing,5,43.74,218.7
390,2023-06-16,CUST0469,Male,34,Home,5,118.64,593.2
391,2023-06-10,CUST0398,Female,55,Clothing,3,47.04,141.12
392,2023-08-23,CUST0177,Female,57,Sports,1,85.51,85.51
393,2023-06-10,CUST0245,Female,25,Electronics,3,323.21,969.63
394,2023-09-19,CUST0429,Male,54,Home,4,87.43,349.72
395,2023-11-22,CUST0711,Male,53,Electronics,4,274.66,1098.64
396,2023-04-06,CUST0863,Female,57,Clothing,3,59.04,177.12
397,2023-09-06,CUST0200,Female,53,Sports,4,77.09,308.36
398,2023-09-09,CUST0728,Female,49,Electronics,1,307.85,307.85
399,2023-04-23,CUST0034,Female,32,Sports,3,69.38,208.14
400,2023-08-23,CUST0761,Female,53,Sports,1,82.33,82.33
401,2023-05-18,CUST0557,Female,52,Clothing,4,50.93,203.72
