customer_id,recency,frequency,monetary,average_order_value,first_purchase_date,customer_tenure_days,purchase_frequency_per_day
12372,72,3,1298.04,432.68,2011-02-16 12:46:00,297,0.010101010101010102
12373,311,3,1127.65,375.8833333333334,2010-02-04 12:08:00,674,0.004451038575667656
12374,25,4,2989.2200000000003,747.3050000000001,2010-04-30 14:01:00,588,0.006802721088435374
12375,11,2,457.5,228.75,2011-09-02 14:23:00,98,0.02040816326530612
12376,390,2,503.15,251.575,2010-10-18 08:42:00,418,0.004784688995215311
12377,315,4,3426.32,856.58,2010-04-29 15:34:00,589,0.006791171477079796
12378,130,2,5416.32,2708.16,2010-05-26 14:07:00,562,0.0035587188612099642
12379,82,4,1620.22,405.055,2010-06-23 12:49:00,535,0.007476635514018692
12380,22,11,9676.300000000001,879.6636363636364,2010-02-15 12:05:00,663,0.016591251885369532
12381,5,5,1845.31,369.062,2011-08-12 09:57:00,120,0.041666666666666664
12383,185,5,1850.56,370.11199999999997,2010-12-22 14:28:00,352,0.014204545454545454
12384,29,2,585.27,292.635,2011-08-10 11:23:00,122,0.01639344262295082
12385,379,1,1938.4,1938.4,2010-11-25 15:14:00,379,0.002638522427440633
12386,338,2,401.9,200.95,2010-12-08 09:53:00,367,0.005449591280653951
12387,415,1,143.94,143.94,2010-10-20 16:27:00,415,0.0024096385542168677
12388,16,8,3901.11,487.63875,2010-05-06 12:54:00,582,0.013745704467353952
12389,403,3,1433.33,477.77666666666664,2010-02-22 10:15:00,656,0.004573170731707317
12390,80,1,549.84,549.84,2011-09-21 09:33:00,80,0.0125
12391,22,6,2724.84,454.14000000000004,2010-02-15 10:12:00,663,0.00904977375565611
12392,591,1,234.75000000000003,234.75000000000003,2010-04-27 14:04:00,591,0.001692047377326565
12393,72,6,2399.45,399.9083333333333,2010-10-07 13:49:00,428,0.014018691588785047
12394,64,2,1272.48,636.24,2011-05-06 14:01:00,217,0.009216589861751152
12395,19,15,4721.17,314.74466666666666,2010-04-16 10:16:00,603,0.024875621890547265
12396,674,1,931.4300000000001,931.4300000000001,2010-02-03 13:22:00,674,0.001483679525222552
12397,36,2,2409.9,1204.95,2011-07-27 14:21:00,135,0.014814814814814815
12398,46,1,1635.6599999999999,1635.6599999999999,2011-10-25 10:27:00,46,0.021739130434782608
12399,119,7,1962.3,280.3285714285714,2010-03-05 08:45:00,645,0.010852713178294573
12400,414,1,205.25,205.25,2010-10-21 13:45:00,414,0.0024154589371980675
12401,303,1,84.3,84.3,2011-02-09 13:50:00,303,0.0033003300330033004
12402,323,6,1256.9,209.48333333333335,2010-02-07 12:41:00,671,0.00894187779433681
12403,50,2,1019.36,509.68,2010-07-06 11:39:00,522,0.0038314176245210726
12404,682,1,63.24,63.24,2010-01-26 16:25:00,682,0.001466275659824047
12405,149,1,1710.39,1710.39,2011-07-14 08:52:00,149,0.006711409395973154
12406,22,5,6390.36,1278.072,2010-01-11 14:04:00,697,0.007173601147776184
12407,50,5,1708.12,341.62399999999997,2011-03-20 13:21:00,264,0.01893939393939394
12408,33,8,4340.77,542.59625,2010-07-29 13:27:00,498,0.01606425702811245
12409,79,7,23419.29,3345.612857142857,2010-05-23 15:21:00,565,0.012389380530973451
12410,309,3,1013.71,337.90333333333336,2010-07-25 13:26:00,502,0.00597609561752988
12411,410,1,346.9,346.9,2010-10-26 09:25:00,410,0.0024390243902439024
12412,75,6,2596.93,432.82166666666666,2010-06-18 13:22:00,539,0.011131725417439703
12413,67,4,999.45,249.8625,2010-11-02 13:26:00,402,0.009950248756218905
12414,217,6,952.4100000000001,158.735,2010-09-02 12:22:00,464,0.01293103448275862
12415,24,28,144458.37,5159.2275,2010-06-30 08:30:00,528,0.05303030303030303
12416,657,1,202.56,202.56,2010-02-21 10:19:00,657,0.0015220700152207
12417,3,20,6797.41,339.8705,2009-12-06 10:30:00,734,0.027247956403269755
12418,113,4,2021.2,505.3,2010-03-19 14:47:00,630,0.006349206349206349
12419,386,2,503.01,251.505,2010-10-22 10:40:00,414,0.004830917874396135
12420,64,1,600.39,600.39,2011-10-07 08:55:00,64,0.015625
12421,16,6,1098.6,183.1,2010-07-22 13:57:00,505,0.011881188118811881
12422,96,17,5231.8,307.7529411764706,2009-12-18 12:44:00,722,0.023545706371191136
12423,1,10,2622.39,262.239,2010-08-31 09:31:00,466,0.02145922746781116
12424,163,4,3340.0299999999997,835.0074999999999,2010-06-09 15:15:00,548,0.0072992700729927005
12425,78,2,1741.41,870.705,2010-09-17 14:10:00,448,0.004464285714285714
12426,195,2,1345.21,672.605,2010-02-15 08:41:00,663,0.0030165912518853697
12427,22,3,825.8000000000001,275.2666666666667,2010-12-03 10:44:00,372,0.008064516129032258
12428,26,9,7956.46,884.0511111111111,2011-03-01 09:33:00,284,0.03169014084507042
12429,9,8,6204.41,775.55125,2010-06-11 13:28:00,546,0.014652014652014652
12430,43,1,256.4,256.4,2011-10-27 15:09:00,43,0.023255813953488372
12431,36,27,10432.220000000001,386.37851851851855,2010-01-15 09:04:00,694,0.03890489913544669
12432,43,5,5059.32,1011.8639999999999,2011-06-20 13:27:00,172,0.029069767441860465
12433,1,10,16794.14,1679.414,2010-08-20 09:23:00,477,0.020964360587002098
12434,85,3,1103.43,367.81,2010-11-23 13:38:00,381,0.007874015748031496
12435,80,6,13925.93,2320.9883333333332,2009-12-02 13:58:00,737,0.008141112618724558
12436,100,1,509.01,509.01,2011-09-01 12:09:00,100,0.01
12437,2,39,12683.4,325.2153846153846,2009-12-02 16:24:00,737,0.052917232021709636
12438,14,2,2906.85,1453.425,2011-07-22 13:29:00,140,0.014285714285714285
12439,683,2,1142.88,571.44,2009-12-14 08:40:00,726,0.0027548209366391185
12440,462,2,859.2,429.6,2009-12-22 12:03:00,718,0.002785515320334262
12441,367,1,173.55,173.55,2010-12-08 10:45:00,367,0.0027247956403269754
12442,3,1,172.06,172.06,2011-12-06 14:22:00,3,0.3333333333333333
12443,732,1,485.31,485.31,2009-12-07 15:42:00,732,0.001366120218579235
12444,21,5,5005.46,1001.092,2011-06-21 14:00:00,171,0.029239766081871343
12445,22,2,434.98,217.49,2010-10-15 12:28:00,421,0.004750593824228029
12446,58,1,1002.3100000000001,1002.3100000000001,2011-10-13 12:50:00,58,0.017241379310344827
12447,243,1,476.49,476.49,2011-04-10 13:25:00,243,0.00411522633744856
12448,44,1,449.45,449.45,2011-10-26 13:46:00,44,0.022727272727272728
12449,22,6,4835.89,805.9816666666667,2010-09-27 09:37:00,439,0.01366742596810934
12450,156,5,688.2,137.64000000000001,2010-08-22 13:11:00,474,0.010548523206751054
12451,11,8,12669.88,1583.735,2010-06-28 12:58:00,529,0.015122873345935728
12452,17,2,430.57000000000005,215.28500000000003,2011-11-23 08:05:00,17,0.11764705882352941
12453,134,1,707.09,707.09,2011-07-28 14:08:00,134,0.007462686567164179
12454,56,5,16679.78,3335.9559999999997,2010-10-14 17:33:00,421,0.011876484560570071
12455,73,10,5879.95,587.995,2009-12-18 12:33:00,722,0.013850415512465374
12456,44,3,3181.04,1060.3466666666666,2011-03-30 09:12:00,255,0.011764705882352941
12457,66,8,2995.91,374.48875,2010-09-30 17:59:00,435,0.01839080459770115
12458,71,4,1777.49,444.3725,2010-08-09 10:33:00,488,0.00819672131147541
12459,605,1,454.36,454.36,2010-04-13 14:53:00,605,0.001652892561983471
12460,456,1,326.65,326.65,2010-09-09 13:51:00,456,0.0021929824561403508
12461,94,2,826.88,413.44,2011-07-08 10:23:00,155,0.012903225806451613
12462,19,2,1189.59,594.795,2011-02-09 14:44:00,303,0.006600660066006601
12463,53,4,1344.78,336.195,2011-04-12 12:47:00,242,0.01652892561983471
12464,10,8,1212.05,151.50625,2011-02-03 13:30:00,309,0.025889967637540454
12465,17,2,742.19,371.095,2011-06-23 13:37:00,169,0.011834319526627219
12466,682,1,56.73,56.73,2010-01-26 16:26:00,682,0.001466275659824047
12467,423,1,132.8,132.8,2010-10-12 15:41:00,423,0.002364066193853428
12468,188,5,3670.7400000000002,734.148,2010-01-26 10:09:00,683,0.007320644216691069
12469,523,2,3070.54,1535.27,2010-06-21 10:30:00,537,0.0037243947858473
12470,690,1,211.95,211.95,2010-01-19 11:01:00,690,0.0014492753623188406
12471,2,79,39918.19,505.2935443037975,2009-12-07 10:41:00,733,0.1077762619372442
12472,32,19,16249.29,855.2257894736842,2009-12-14 10:49:00,726,0.026170798898071626
12473,29,5,3928.05,785.61,2011-06-01 10:15:00,192,0.026041666666666668
12474,17,31,12372.75,399.1209677419355,2010-02-11 09:41:00,667,0.046476761619190406
12475,54,2,1149.64,574.82,2010-10-26 08:49:00,410,0.004878048780487805
12476,16,23,14083.91,612.3439130434782,2010-07-26 09:04:00,502,0.045816733067729085
12477,23,9,20276.37,2252.93,2010-03-26 14:01:00,623,0.014446227929373997
12478,4,1,680.99,680.99,2011-12-06 09:56:00,4,0.25
12479,11,1,527.2,527.2,2011-11-28 13:26:00,11,0.09090909090909091
12480,28,7,5464.85,780.6928571428572,2010-07-20 13:21:00,507,0.013806706114398421
12481,23,15,12185.51,812.3673333333334,2010-04-11 13:10:00,607,0.02471169686985173
12482,576,29,23691.4,816.944827586207,2010-02-24 10:24:00,654,0.04434250764525994
12483,17,19,5097.18,268.27263157894737,2010-01-31 13:28:00,677,0.028064992614475627
12484,33,12,6354.1,529.5083333333333,2010-01-27 16:41:00,681,0.01762114537444934
12485,529,1,708.1,708.1,2010-06-28 15:22:00,529,0.001890359168241966
12486,432,1,1037.28,1037.28,2010-10-04 12:14:00,432,0.0023148148148148147
12487,731,1,285.3,285.3,2009-12-09 11:36:00,731,0.0013679890560875513
12488,10,3,1298.66,432.8866666666667,2011-09-25 10:34:00,76,0.039473684210526314
12489,336,1,334.93,334.93,2011-01-07 13:13:00,336,0.002976190476190476
12490,5,21,9823.64,467.79238095238094,2009-12-01 12:52:00,738,0.028455284552845527
12491,39,1,460.40000000000003,460.40000000000003,2011-11-01 12:18:00,39,0.02564102564102564
12492,63,3,715.21,238.40333333333334,2010-11-01 14:58:00,403,0.007444168734491315
12493,166,2,433.74,216.87,2011-05-26 14:53:00,197,0.01015228426395939
12494,16,9,1815.27,201.69666666666666,2010-05-12 13:52:00,576,0.015625
12495,641,1,357.4,357.4,2010-03-09 10:53:00,641,0.0015600624024961
12496,620,2,45.34,22.67,2010-03-29 13:57:00,620,0.0032258064516129032
12497,82,3,6248.5,2082.8333333333335,2010-03-05 09:39:00,645,0.004651162790697674
12498,21,3,403.70000000000005,134.5666666666667,2011-10-13 09:30:00,58,0.05172413793103448
12499,560,1,393.72,393.72,2010-05-28 15:12:00,560,0.0017857142857142857
12500,23,19,5955.21,313.4321052631579,2010-02-04 15:05:00,673,0.02823179791976226
12501,337,1,2169.39,2169.39,2011-01-07 12:28:00,337,0.002967359050445104
12502,96,5,3723.87,744.774,2011-02-03 10:41:00,310,0.016129032258064516
12503,584,1,1126.0,1126.0,2010-05-04 13:59:00,584,0.0017123287671232876
12504,18,4,779.05,194.7625,2010-04-22 10:24:00,597,0.006700167504187605
12505,409,1,955.2,955.2,2010-10-27 09:18:00,409,0.0024449877750611247
12506,233,1,73.5,73.5,2011-04-21 08:54:00,233,0.004291845493562232
12507,134,4,1844.06,461.015,2010-05-04 09:23:00,585,0.006837606837606838
12508,26,2,397.88,198.94,2011-11-10 16:27:00,29,0.06896551724137931
12509,284,1,176.5,176.5,2011-02-28 14:45:00,284,0.0035211267605633804
12510,143,9,5178.02,575.3355555555556,2009-12-04 13:47:00,735,0.012244897959183673
12511,429,1,3084.02,3084.02,2010-10-07 10:39:00,429,0.002331002331002331
12512,66,2,132.18,66.09,2011-10-04 14:53:00,66,0.030303030303030304
12513,113,1,612.29,612.29,2011-08-19 10:51:00,113,0.008849557522123894
12514,267,2,1597.76,798.88,2010-03-08 12:18:00,642,0.003115264797507788
12515,353,1,383.7,383.7,2010-12-21 15:43:00,353,0.0028328611898017
12516,78,4,2648.62,662.155,2010-04-19 14:14:00,599,0.00667779632721202
12517,28,5,2481.6,496.32,2011-06-02 15:13:00,190,0.02631578947368421
12518,1,5,2056.89,411.378,2011-08-21 13:18:00,110,0.045454545454545456
12519,64,2,716.54,358.27,2010-08-20 08:21:00,477,0.0041928721174004195
12520,79,5,2634.26,526.8520000000001,2011-03-11 11:35:00,274,0.01824817518248175
12521,143,1,599.68,599.68,2011-07-20 10:51:00,143,0.006993006993006993
12522,39,2,192.72,96.36,2011-10-19 14:41:00,51,0.0392156862745098
12523,19,23,4352.35,189.2326086956522,2009-12-07 13:46:00,732,0.031420765027322405
12524,9,17,11126.11,654.4770588235294,2010-02-08 14:41:00,669,0.025411061285500747
12525,498,3,973.73,324.57666666666665,2010-03-02 14:01:00,647,0.00463678516228748
12526,1,3,1316.66,438.8866666666667,2011-09-06 14:19:00,94,0.031914893617021274
12527,82,5,735.51,147.102,2010-06-28 15:37:00,529,0.00945179584120983
12528,9,6,1933.48,322.24666666666667,2011-01-31 09:05:00,313,0.019169329073482427
12529,528,1,316.48,316.48,2010-06-29 13:10:00,528,0.001893939393939394
12530,60,9,3759.26,417.6955555555556,2010-03-07 14:37:00,642,0.014018691588785047
12531,15,2,1933.2,966.6,2010-01-22 14:17:00,686,0.0029154518950437317
12532,30,1,349.83000000000004,349.83000000000004,2011-11-09 13:47:00,30,0.03333333333333333
12533,628,2,1367.89,683.945,2009-12-01 11:50:00,739,0.0027063599458728013
12534,131,1,1089.18,1089.18,2011-08-01 10:26:00,131,0.007633587786259542
12535,92,2,716.35,358.175,2011-06-06 12:47:00,187,0.0106951871657754
12536,43,3,12601.830000000002,4200.610000000001,2011-10-11 14:52:00,59,0.05084745762711865
12537,409,1,732.94,732.94,2010-10-27 08:36:00,409,0.0024449877750611247
12538,29,2,640.45,320.225,2010-11-26 13:02:00,378,0.005291005291005291
12539,22,7,11214.75,1602.107142857143,2009-12-23 13:00:00,716,0.009776536312849162
12540,20,33,22254.49,674.3784848484848,2009-12-07 16:56:00,732,0.045081967213114756
12541,30,3,981.18,327.06,2011-03-04 09:32:00,281,0.010676156583629894
12542,484,2,481.88,240.94,2010-03-09 16:26:00,640,0.003125
12543,448,1,980.25,980.25,2010-09-17 15:51:00,448,0.002232142857142857
12544,36,1,372.7,372.7,2011-11-03 16:15:00,36,0.027777777777777776
12545,75,2,1000.39,500.195,2011-03-25 12:04:00,260,0.007692307692307693
12546,47,2,1161.5,580.75,2011-09-23 09:44:00,78,0.02564102564102564
12547,198,3,383.58,127.86,2010-07-27 13:55:00,500,0.006
12548,166,1,95.19999999999999,95.19999999999999,2011-06-26 15:35:00,166,0.006024096385542169
12549,576,6,1575.68,262.61333333333334,2010-01-11 12:29:00,698,0.008595988538681949
12550,79,1,964.83,964.83,2011-09-21 14:35:00,79,0.012658227848101266
12551,358,1,168.0,168.0,2010-12-17 11:23:00,358,0.002793296089385475
12552,39,2,437.82,218.91,2011-10-31 12:11:00,40,0.05
12553,8,12,4608.75,384.0625,2010-10-12 13:35:00,423,0.028368794326241134
12554,449,1,468.5,468.5,2010-09-17 12:29:00,449,0.0022271714922048997
12555,682,1,129.23,129.23,2010-01-26 16:26:00,682,0.001466275659824047
12556,50,2,599.56,299.78,2011-07-11 13:35:00,151,0.013245033112582781
12557,16,8,18096.14,2262.0175,2009-12-17 10:39:00,723,0.011065006915629323
12558,8,1,269.96,269.96,2011-12-02 10:41:00,8,0.125
12559,311,2,561.71,280.855,2011-01-24 10:12:00,320,0.00625
12560,5,3,2134.01,711.3366666666667,2011-07-19 15:55:00,143,0.02097902097902098
12561,303,1,238.85,238.85,2011-02-10 11:39:00,303,0.0033003300330033004
12562,8,9,4966.92,551.88,2010-09-30 13:13:00,435,0.020689655172413793
12563,409,1,249.24,249.24,2010-10-27 09:52:00,409,0.0024449877750611247
12564,261,1,456.90000000000003,456.90000000000003,2011-03-23 14:55:00,261,0.0038314176245210726
12565,289,1,145.92000000000002,145.92000000000002,2011-02-24 10:34:00,289,0.0034602076124567475
12566,86,1,351.65,351.65,2011-09-14 14:30:00,86,0.011627906976744186
12567,23,15,11767.48,784.4986666666666,2010-02-11 10:30:00,667,0.022488755622188907
12568,645,1,70.0,70.0,2010-03-05 09:15:00,645,0.0015503875968992248
12569,2,32,4124.6900000000005,128.89656250000002,2011-04-01 13:47:00,252,0.12698412698412698
12570,682,1,77.52,77.52,2010-01-26 17:28:00,682,0.001466275659824047
12571,40,2,519.61,259.805,2011-08-10 12:35:00,122,0.01639344262295082
12572,9,2,1020.4200000000001,510.21000000000004,2011-10-19 08:20:00,52,0.038461538461538464
12573,227,5,717.41,143.482,2010-08-31 17:25:00,465,0.010752688172043012
12574,316,1,218.45000000000002,218.45000000000002,2011-01-28 09:20:00,316,0.0031645569620253164
12575,457,2,622.82,311.41,2010-07-01 09:15:00,527,0.003795066413662239
12576,36,8,2142.7200000000003,267.84000000000003,2010-07-01 13:46:00,526,0.015209125475285171
12577,35,8,1617.1,202.1375,2009-12-03 19:31:00,736,0.010869565217391304
12578,21,4,4642.45,1160.6125,2010-09-22 11:19:00,444,0.009009009009009009
12579,78,1,440.42,440.42,2011-09-22 17:15:00,78,0.01282051282051282
12580,247,2,1052.9,526.45,2010-05-12 11:45:00,577,0.0034662045060658577
12581,40,1,197.71,197.71,2011-10-31 08:56:00,40,0.025
12582,239,4,1980.4,495.1,2010-05-11 09:55:00,578,0.006920415224913495
12583,3,27,13591.58,503.39185185185187,2009-12-06 11:57:00,734,0.03678474114441417
12584,4,9,2338.15,259.7944444444445,2011-03-04 15:15:00,280,0.03214285714285714
12585,234,2,2040.1,1020.05,2010-12-23 12:58:00,351,0.005698005698005698
12586,17,4,2062.67,515.6675,2009-12-16 13:15:00,723,0.005532503457814661
12587,8,1,144.0,144.0,2011-12-02 12:47:00,8,0.125
12588,39,4,958.78,239.695,2010-04-21 12:22:00,598,0.006688963210702341
12589,29,8,4695.66,586.9575,2010-01-19 12:26:00,690,0.011594202898550725
12590,211,2,9864.26,4932.13,2011-05-12 14:46:00,211,0.009478672985781991
12591,317,3,1338.95,446.31666666666666,2010-10-27 10:42:00,409,0.007334963325183374
12592,92,5,2582.66,516.5319999999999,2010-07-08 14:06:00,519,0.009633911368015413
12593,109,3,418.1,139.36666666666667,2011-05-05 09:29:00,219,0.0136986301369863
12594,38,15,5090.110000000001,339.3406666666667,2010-03-03 13:51:00,646,0.02321981424148607
12595,505,1,299.02,299.02,2010-07-23 09:10:00,505,0.0019801980198019802
12596,51,2,618.27,309.135,2011-04-11 13:22:00,242,0.008264462809917356
12597,19,4,3811.22,952.805,2011-03-16 14:00:00,268,0.014925373134328358
12598,10,11,4534.09,412.19,2010-03-01 09:58:00,649,0.01694915254237288
12599,29,13,2296.72,176.67076923076922,2010-05-11 10:42:00,578,0.02249134948096886
12600,29,21,4967.42,236.54380952380953,2009-12-07 13:37:00,732,0.028688524590163935
12601,190,6,681.26,113.54333333333334,2010-10-31 10:57:00,405,0.014814814814814815
12602,59,1,153.12,153.12,2011-10-12 11:22:00,59,0.01694915254237288
12603,22,1,739.1999999999999,739.1999999999999,2011-11-18 10:42:00,22,0.045454545454545456
12604,79,2,254.18,127.09,2011-03-23 12:06:00,262,0.007633587786259542
12605,376,4,1232.95,308.2375,2010-09-07 14:21:00,458,0.008733624454148471
12606,682,1,21.0,21.0,2010-01-26 16:23:00,682,0.001466275659824047
12607,60,1,1579.51,1579.51,2011-10-10 16:06:00,60,0.016666666666666666
12608,405,1,415.79,415.79,2010-10-31 10:49:00,405,0.0024691358024691358
12609,78,9,3435.86,381.76222222222225,2009-12-20 13:30:00,719,0.012517385257301807
12610,23,5,2099.54,419.908,2011-08-05 13:52:00,126,0.03968253968253968
12611,52,1,1193.32,1193.32,2011-10-18 13:12:00,52,0.019230769230769232
12612,74,1,704.04,704.04,2011-09-26 15:35:00,74,0.013513513513513514
12613,57,10,6817.37,681.737,2009-12-14 13:10:00,725,0.013793103448275862
12614,278,1,315.6,315.6,2011-03-07 10:22:00,278,0.0035971223021582736
12615,2,8,5740.9800000000005,717.6225000000001,2010-03-18 14:09:00,631,0.012678288431061807
12616,95,3,1131.1,377.0333333333333,2010-11-16 11:38:00,389,0.007712082262210797
12617,29,1,352.98,352.98,2011-11-10 14:39:00,29,0.034482758620689655
12618,22,1,177.31,177.31,2011-11-18 11:10:00,22,0.045454545454545456
12619,16,10,3781.38,378.13800000000003,2010-05-28 12:52:00,560,0.017857142857142856
12620,15,3,1339.41,446.47,2011-05-19 12:10:00,205,0.014634146341463415
12621,2,35,24311.2,694.6057142857143,2010-02-09 12:01:00,669,0.052316890881913304
12622,232,1,180.1,180.1,2011-04-21 16:39:00,232,0.004310344827586207
12623,276,7,3747.84,535.4057142857143,2010-01-12 11:45:00,697,0.010043041606886656
12624,106,2,641.13,320.565,2011-06-15 12:34:00,178,0.011235955056179775
12625,212,4,5164.88,1291.22,2010-04-22 11:33:00,597,0.006700167504187605
12626,23,9,6620.4800000000005,735.6088888888889,2011-01-17 11:01:00,327,0.027522935779816515
12627,11,7,4478.53,639.79,2011-07-22 13:59:00,140,0.05
12628,4,3,786.46,262.15333333333336,2011-10-06 09:28:00,65,0.046153846153846156
12629,386,2,1558.22,779.11,2010-10-12 16:40:00,423,0.004728132387706856
12630,10,2,1270.88,635.44,2011-10-27 10:41:00,44,0.045454545454545456
12631,57,6,3481.57,580.2616666666667,2010-01-15 14:50:00,693,0.008658008658008658
12632,521,2,804.88,402.44,2010-05-24 09:07:00,565,0.0035398230088495575
12633,59,7,5678.16,811.1657142857142,2010-07-02 11:44:00,526,0.013307984790874524
12634,536,2,490.0,245.0,2010-06-09 15:41:00,548,0.0036496350364963502
12635,90,4,2930.41,732.6025,2010-09-09 10:50:00,457,0.0087527352297593
12636,739,1,141.0,141.0,2009-12-01 09:55:00,739,0.0013531799729364006
12637,67,12,8283.81,690.3175,2010-06-14 13:36:00,543,0.022099447513812154
12638,33,2,921.49,460.745,2010-03-10 10:30:00,640,0.003125
12639,239,3,1312.3700000000001,437.4566666666667,2010-03-22 09:05:00,628,0.004777070063694267
12640,24,3,1174.58,391.52666666666664,2011-09-19 12:01:00,82,0.036585365853658534
12641,115,1,185.9,185.9,2011-08-16 13:26:00,115,0.008695652173913044
12642,25,3,1013.26,337.75333333333333,2011-08-24 09:23:00,108,0.027777777777777776
12643,128,12,8304.82,692.0683333333333,2010-04-07 14:16:00,611,0.019639934533551555
12644,130,4,1918.49,479.6225,2010-01-14 13:02:00,694,0.005763688760806916
12645,34,8,3539.3,442.4125,2010-02-09 10:49:00,669,0.01195814648729447
12646,5,2,1346.97,673.485,2011-10-21 12:52:00,49,0.04081632653061224
12647,22,36,16955.55,470.98749999999995,2010-01-13 15:06:00,695,0.051798561151079135
12648,155,4,1112.0,278.0,2010-01-07 18:38:00,701,0.005706134094151213
12649,107,8,2294.65,286.83125,2010-01-12 17:24:00,696,0.011494252873563218
12650,3,1,314.44,314.44,2011-12-06 16:34:00,3,0.3333333333333333
12651,335,4,377.75,94.4375,2010-08-31 15:21:00,465,0.008602150537634409
12652,331,2,1017.0300000000001,508.51500000000004,2010-10-01 15:16:00,434,0.004608294930875576
12653,149,3,4160.83,1386.9433333333334,2010-07-01 09:56:00,527,0.0056925996204933585
12654,11,5,601.98,120.396,2011-02-17 13:16:00,295,0.01694915254237288
12655,424,1,261.35,261.35,2010-10-12 09:17:00,424,0.0023584905660377358
12656,17,8,6407.83,800.97875,2010-05-26 09:00:00,563,0.014209591474245116
12657,11,4,1643.18,410.795,2011-09-22 11:40:00,79,0.05063291139240506
12658,19,1,686.05,686.05,2011-11-21 10:22:00,19,0.05263157894736842
12659,30,1,91.68,91.68,2011-11-10 11:53:00,30,0.03333333333333333
12660,11,1,245.10000000000002,245.10000000000002,2011-11-28 13:26:00,11,0.09090909090909091
12661,436,1,162.0,162.0,2010-09-29 16:46:00,436,0.0022935779816513763
12662,1,20,6726.54,336.327,2010-04-01 09:50:00,618,0.032362459546925564
12663,625,2,239.4,119.7,2010-02-09 14:28:00,668,0.0029940119760479044
12664,8,11,6070.04,551.8218181818182,2009-12-13 10:28:00,727,0.015130674002751032
12665,325,3,313.6,104.53333333333335,2010-02-08 15:11:00,669,0.004484304932735426
12666,394,1,1248.42,1248.42,2010-11-10 16:40:00,394,0.0025380710659898475
12667,58,1,620.13,620.13,2011-10-12 17:00:00,58,0.017241379310344827
12668,12,10,11383.03,1138.303,2010-01-31 15:45:00,677,0.014771048744460856
12669,151,3,2744.0299999999997,914.6766666666666,2011-03-28 10:15:00,257,0.011673151750972763
12670,10,7,3760.29,537.1842857142857,2010-02-11 10:13:00,667,0.010494752623688156
12671,606,1,2622.481,2622.481,2010-04-12 16:30:00,606,0.0016501650165016502
12672,330,2,437.05,218.525,2010-04-23 09:57:00,596,0.003355704697986577
12673,5,3,1230.02,410.00666666666666,2010-11-03 10:46:00,402,0.007462686567164179
12674,39,4,1970.6,492.65,2011-05-16 09:10:00,208,0.019230769230769232
12675,554,2,957.25,478.625,2010-05-10 16:44:00,578,0.0034602076124567475
12676,25,11,2843.09,258.4627272727273,2010-08-13 13:29:00,483,0.022774327122153208
12677,555,2,395.1,197.55,2010-02-11 13:55:00,666,0.003003003003003003
12678,42,21,34281.18,1632.4371428571428,2010-01-07 16:46:00,701,0.029957203994293864
12679,59,4,1113.02,278.255,2011-03-01 12:26:00,284,0.014084507042253521
12680,1,4,880.81,220.2025,2011-08-18 15:44:00,113,0.035398230088495575
