customer_id,recency,frequency,monetary,average_order_value,first_purchase_date,customer_tenure_days,purchase_frequency_per_day,recency_log,frequency_log,monetary_log,average_order_value_log,cluster,segment_name
12387,415,1,143.94,143.94,2010-10-20 16:27:00,415,0.0024096385542168,6.030685260261263,0.6931471805599453,4.976319863681136,4.976319863681136,0,At Risk Customers
12388,16,8,3901.11,487.63875,2010-05-06 12:54:00,582,0.0137457044673539,2.833213344056216,2.1972245773362196,8.269272711457157,6.191623463906498,4,VIP Customers
12389,403,3,1433.33,477.7766666666666,2010-02-22 10:15:00,656,0.0045731707317073,6.0014148779611505,1.3862943611198906,7.268453120207762,6.171234239552859,2,Loyal Customers
12390,80,1,549.84,549.84,2011-09-21 09:33:00,80,0.0125,4.394449154672439,0.6931471805599453,6.311444385858925,6.311444385858925,3,New Customers
12391,22,6,2724.84,454.14,2010-02-15 10:12:00,663,0.0090497737556561,3.1354942159291497,1.9459101490553132,7.910531916476688,6.120605063931072,2,Loyal Customers
12392,591,1,234.75000000000003,234.75000000000003,2010-04-27 14:04:00,591,0.0016920473773265,6.3835066348840055,0.6931471805599453,5.462771921513567,5.462771921513567,3,New Customers
12393,72,6,2399.45,399.9083333333333,2010-10-07 13:49:00,428,0.014018691588785,4.290459441148391,1.9459101490553132,7.783411498760109,5.993732805995989,2,Loyal Customers
12394,64,2,1272.48,636.24,2011-05-06 14:01:00,217,0.0092165898617511,4.174387269895637,1.0986122886681098,7.149508589545504,6.4571463507046944,2,Loyal Customers
12395,19,15,4721.17,314.74466666666666,2010-04-16 10:16:00,603,0.0248756218905472,2.995732273553991,2.772588722239781,8.46002371869161,5.754933870087682,4,VIP Customers
12396,674,1,931.43,931.43,2010-02-03 13:22:00,674,0.0014836795252225,6.51471269087253,0.6931471805599453,6.837794081676172,6.837794081676172,2,Loyal Customers
12397,36,2,2409.9,1204.95,2011-07-27 14:21:00,135,0.0148148148148148,3.6109179126442243,1.0986122886681098,7.7877554007552545,7.095022917057849,2,Loyal Customers
12398,46,1,1635.66,1635.66,2011-10-25 10:27:00,46,0.0217391304347826,3.8501476017100584,0.6931471805599453,7.400412858792405,7.400412858792405,2,Loyal Customers
12399,119,7,1962.3,280.3285714285714,2010-03-05 08:45:00,645,0.0108527131782945,4.787491742782046,2.0794415416798357,7.582382009904704,5.639523279582837,2,Loyal Customers
12400,414,1,205.25,205.25,2010-10-21 13:45:00,414,0.002415458937198,6.028278520230698,0.6931471805599453,5.32908902521479,5.32908902521479,3,New Customers
12401,303,1,84.3,84.3,2011-02-09 13:50:00,303,0.0033003300330033,5.717027701406222,0.6931471805599453,4.446174454497633,4.446174454497633,0,At Risk Customers
12402,323,6,1256.9,209.48333333333332,2010-02-07 12:41:00,671,0.0089418777943368,5.780743515792329,1.9459101490553132,7.137198942844827,5.349406473424069,3,New Customers
12403,50,2,1019.36,509.68,2010-07-06 11:39:00,522,0.003831417624521,3.9318256327243257,1.0986122886681098,6.927910785185701,6.2357431709521505,2,Loyal Customers
12404,682,1,63.24,63.24,2010-01-26 16:25:00,682,0.001466275659824,6.52649485957079,0.6931471805599453,4.162626069638506,4.162626069638506,0,At Risk Customers
12405,149,1,1710.39,1710.39,2011-07-14 08:52:00,149,0.0067114093959731,5.0106352940962555,0.6931471805599453,7.445061184797548,7.445061184797548,2,Loyal Customers
12406,22,5,6390.36,1278.072,2010-01-11 14:04:00,697,0.0071736011477761,3.1354942159291497,1.791759469228055,8.762702357276806,7.153890093974067,2,Loyal Customers
12407,50,5,1708.12,341.624,2011-03-20 13:21:00,264,0.0189393939393939,3.9318256327243257,1.791759469228055,7.4437338971514055,5.8366336359758595,1,Regular Customers
12408,33,8,4340.77,542.59625,2010-07-29 13:27:00,498,0.0160642570281124,3.5263605246161616,2.1972245773362196,8.37603737805411,6.298206783798448,4,VIP Customers
12409,79,7,23419.29,3345.612857142857,2010-05-23 15:21:00,565,0.0123893805309734,4.382026634673881,2.0794415416798357,10.061358019654037,8.115704025905378,2,Loyal Customers
12410,309,3,1013.71,337.90333333333336,2010-07-25 13:26:00,502,0.0059760956175298,5.736572297479192,1.3862943611198906,6.9223581363660704,5.825714914307725,3,New Customers
12411,410,1,346.9,346.9,2010-10-26 09:25:00,410,0.0024390243902439,6.018593214496234,0.6931471805599453,5.8519150821578965,5.8519150821578965,3,New Customers
12412,75,6,2596.93,432.82166666666666,2010-06-18 13:22:00,539,0.0111317254174397,4.330733340286331,1.9459101490553132,7.862470253064629,6.072633543357275,2,Loyal Customers
12413,67,4,999.45,249.8625,2010-11-02 13:26:00,402,0.0099502487562189,4.219507705176107,1.6094379124341003,6.908205177762502,5.524904980264801,1,Regular Customers
12414,217,6,952.41,158.735,2010-09-02 12:22:00,464,0.0129310344827586,5.384495062789089,1.9459101490553132,6.860045031492727,5.073516192135457,3,New Customers
12415,24,28,144458.37,5159.2275,2010-06-30 08:30:00,528,0.053030303030303,3.2188758248682006,3.367295829986474,11.88075357052652,8.548735946650998,4,VIP Customers
12416,657,1,202.56,202.56,2010-02-21 10:19:00,657,0.0015220700152207,6.489204931325317,0.6931471805599453,5.315960801720632,5.315960801720632,3,New Customers
12417,3,20,6797.41,339.8705,2009-12-06 10:30:00,734,0.0272479564032697,1.3862943611198906,3.044522437723423,8.824444040293804,5.831502639758482,4,VIP Customers
12418,113,4,2021.2,505.3,2010-03-19 14:47:00,630,0.0063492063492063,4.736198448394496,1.6094379124341003,7.6119413066572985,6.227129378975864,2,Loyal Customers
12419,386,2,503.01,251.505,2010-10-22 10:40:00,414,0.0048309178743961,5.958424693029782,1.0986122886681098,6.222596109144375,5.531431050499556,3,New Customers
12420,64,1,600.39,600.39,2011-10-07 08:55:00,64,0.015625,4.174387269895637,0.6931471805599453,6.3992436425478765,6.3992436425478765,3,New Customers
12421,16,6,1098.6,183.1,2010-07-22 13:57:00,505,0.0118811881188118,2.833213344056216,1.9459101490553132,7.00270175629109,5.215479088239032,1,Regular Customers
12422,96,17,5231.8,307.7529411764706,2009-12-18 12:44:00,722,0.0235457063711911,4.574710978503383,2.8903717578961645,8.562701786647002,5.7325414139744515,4,VIP Customers
12423,1,10,2622.39,262.239,2010-08-31 09:31:00,466,0.0214592274678111,0.6931471805599453,2.3978952727983707,7.872222653526559,5.573062364765933,4,VIP Customers
12424,163,4,3340.03,835.0074999999999,2010-06-09 15:15:00,548,0.0072992700729927,5.099866427824199,1.6094379124341003,8.114034421663943,6.728637584336326,2,Loyal Customers
12425,78,2,1741.41,870.705,2010-09-17 14:10:00,448,0.0044642857142857,4.3694478524670215,1.0986122886681098,7.4630244913725114,6.770451063919401,2,Loyal Customers
12426,195,2,1345.21,672.605,2010-02-15 08:41:00,663,0.0030165912518853,5.278114659230517,1.0986122886681098,7.205048515865767,6.512643885703419,2,Loyal Customers
12427,22,3,825.8000000000001,275.2666666666667,2010-12-03 10:44:00,372,0.0080645161290322,3.1354942159291497,1.3862943611198906,6.717562827807614,5.621366582837109,1,Regular Customers
12428,26,9,7956.46,884.0511111111111,2011-03-01 09:33:00,284,0.0316901408450704,3.295836866004329,2.302585092994046,8.981865132439246,6.78564539600823,4,VIP Customers
12429,9,8,6204.41,775.55125,2010-06-11 13:28:00,546,0.0146520146520146,2.302585092994046,2.1972245773362196,8.733176771201169,6.654862641698583,4,VIP Customers
12430,43,1,256.4,256.4,2011-10-27 15:09:00,43,0.0232558139534883,3.784189633918261,0.6931471805599453,5.5506312951620265,5.5506312951620265,3,New Customers
12431,36,27,10432.22,386.37851851851855,2010-01-15 09:04:00,694,0.0389048991354466,3.6109179126442243,3.332204510175204,9.252750225181329,5.959402299044445,4,VIP Customers
12432,43,5,5059.32,1011.864,2011-06-20 13:27:00,172,0.0290697674418604,3.784189633918261,1.791759469228055,8.529185001388596,6.920537240546674,2,Loyal Customers
12433,1,10,16794.14,1679.414,2010-08-20 09:23:00,477,0.020964360587002,0.6931471805599453,2.3978952727983707,9.72884483782588,7.4267954706102,4,VIP Customers
12434,85,3,1103.43,367.81,2010-11-23 13:38:00,381,0.0078740157480314,4.454347296253507,1.3862943611198906,7.007084643758051,5.910281606282297,2,Loyal Customers
12435,80,6,13925.93,2320.988333333333,2009-12-02 13:58:00,737,0.0081411126187245,4.394449154672439,1.9459101490553132,9.541579654832375,7.750179137840965,2,Loyal Customers
12436,100,1,509.01,509.01,2011-09-01 12:09:00,100,0.01,4.61512051684126,0.6931471805599453,6.234430333369278,6.234430333369278,3,New Customers
12437,2,39,12683.4,325.2153846153846,2009-12-02 16:24:00,737,0.0529172320217096,1.0986122886681098,3.6888794541139363,9.44812817095412,5.78755785221206,4,VIP Customers
12438,14,2,2906.85,1453.425,2011-07-22 13:29:00,140,0.0142857142857142,2.70805020110221,1.0986122886681098,7.9751692554798295,7.282365912494403,2,Loyal Customers
12439,683,2,1142.88,571.44,2009-12-14 08:40:00,726,0.0027548209366391,6.52795791762255,1.0986122886681098,7.042181271332972,6.349907926442675,3,New Customers
12440,462,2,859.2,429.6,2009-12-22 12:03:00,718,0.0027855153203342,6.137727054086234,1.0986122886681098,6.757164920349636,6.065179584930263,3,New Customers
12441,367,1,173.55,173.55,2010-12-08 10:45:00,367,0.0027247956403269,5.908082938168931,0.6931471805599453,5.162211233551045,5.162211233551045,0,At Risk Customers
12442,3,1,172.06,172.06,2011-12-06 14:22:00,3,0.3333333333333333,1.3862943611198906,0.6931471805599453,5.153638355178593,5.153638355178593,1,Regular Customers
12443,732,1,485.31,485.31,2009-12-07 15:42:00,732,0.0013661202185792,6.597145701886651,0.6931471805599453,6.186846280636522,6.186846280636522,3,New Customers
12444,21,5,5005.46,1001.092,2011-06-21 14:00:00,171,0.0292397660818713,3.091042453358316,1.791759469228055,8.518484357502437,6.909845093797211,2,Loyal Customers
12445,22,2,434.98,217.49,2010-10-15 12:28:00,421,0.004750593824228,3.1354942159291497,1.0986122886681098,6.077596370737269,5.386740246897934,1,Regular Customers
12446,58,1,1002.31,1002.31,2011-10-13 12:50:00,58,0.0172413793103448,4.07753744390572,0.6931471805599453,6.9110598129904375,6.9110598129904375,2,Loyal Customers
12447,243,1,476.49,476.49,2011-04-10 13:25:00,243,0.0041152263374485,5.497168225293202,0.6931471805599453,6.168543217293113,6.168543217293113,3,New Customers
12448,44,1,449.45,449.45,2011-10-26 13:46:00,44,0.0227272727272727,3.8066624897703196,0.6931471805599453,6.110247083097449,6.110247083097449,3,New Customers
12449,22,6,4835.89,805.9816666666667,2010-09-27 09:37:00,439,0.0136674259681093,3.1354942159291497,1.9459101490553132,8.484027231195778,6.693300950126722,2,Loyal Customers
12450,156,5,688.2,137.64,2010-08-22 13:11:00,474,0.010548523206751,5.056245805348308,1.791759469228055,6.5355315046537745,4.93188064540735,1,Regular Customers
12451,11,8,12669.88,1583.735,2010-06-28 12:58:00,529,0.0151228733459357,2.4849066497880004,2.1972245773362196,9.447061726309741,7.368172479904147,4,VIP Customers
12452,17,2,430.5700000000001,215.28500000000005,2011-11-23 08:05:00,17,0.1176470588235294,2.8903717578961645,1.0986122886681098,6.067429722163682,5.376596982426721,1,Regular Customers
12453,134,1,707.09,707.09,2011-07-28 14:08:00,134,0.0074626865671641,4.90527477843843,0.6931471805599453,6.562571204258897,6.562571204258897,2,Loyal Customers
12454,56,5,16679.78,3335.956,2010-10-14 17:33:00,421,0.01187648456057,4.04305126783455,1.791759469228055,9.72201243740933,8.11281429316849,2,Loyal Customers
12455,73,10,5879.95,587.995,2009-12-18 12:33:00,722,0.0138504155124653,4.30406509320417,2.3978952727983707,8.679473592468364,6.378417694651209,2,Loyal Customers
12456,44,3,3181.04,1060.3466666666666,2011-03-30 09:12:00,255,0.0117647058823529,3.8066624897703196,1.3862943611198906,8.065277779528966,6.967293821031323,2,Loyal Customers
12457,66,8,2995.91,374.48875,2010-09-30 17:59:00,435,0.0183908045977011,4.204692619390966,2.1972245773362196,8.005337036835723,5.928228510702116,2,Loyal Customers
12458,71,4,1777.49,444.3725,2010-08-09 10:33:00,488,0.0081967213114754,4.276666119016055,1.6094379124341003,7.483519968656931,6.098911010662983,2,Loyal Customers
12459,605,1,454.36,454.36,2010-04-13 14:53:00,605,0.0016528925619834,6.406879986069314,0.6931471805599453,6.121088314901487,6.121088314901487,3,New Customers
12460,456,1,326.65,326.65,2010-09-09 13:51:00,456,0.0021929824561403,6.124683390894205,0.6931471805599453,5.791945965485506,5.791945965485506,3,New Customers
12461,94,2,826.88,413.44,2011-07-08 10:23:00,155,0.0129032258064516,4.553876891600541,1.0986122886681098,6.718868216346018,6.026928211383551,3,New Customers
12462,19,2,1189.59,594.795,2011-02-09 14:44:00,303,0.0066006600660066,2.995732273553991,1.0986122886681098,7.082204261557526,6.38989664816609,2,Loyal Customers
12463,53,4,1344.78,336.195,2011-04-12 12:47:00,242,0.0165289256198347,3.9889840465642745,1.6094379124341003,7.204729049594601,5.8206613980225095,1,Regular Customers
12464,10,8,1212.05,151.50625,2011-02-03 13:30:00,309,0.0258899676375404,2.3978952727983707,2.1972245773362196,7.100893128209941,5.027205578814218,1,Regular Customers
12465,17,2,742.19,371.095,2011-06-23 13:37:00,169,0.0118343195266272,2.8903717578961645,1.0986122886681098,6.610951732080795,5.919149198014245,1,Regular Customers
12466,682,1,56.73,56.73,2010-01-26 16:26:00,682,0.001466275659824,6.52649485957079,0.6931471805599453,4.055776969072842,4.055776969072842,0,At Risk Customers
12467,423,1,132.8,132.8,2010-10-12 15:41:00,423,0.0023640661938534,6.049733455231958,0.6931471805599453,4.896346147694128,4.896346147694128,0,At Risk Customers
12468,188,5,3670.74,734.148,2010-01-26 10:09:00,683,0.007320644216691,5.241747015059643,1.791759469228055,8.208420943133293,6.600071839486741,2,Loyal Customers
12469,523,2,3070.54,1535.27,2010-06-21 10:30:00,537,0.0037243947858473,6.261491684321042,1.0986122886681098,8.029934343472139,7.337112679509904,2,Loyal Customers
12470,690,1,211.95,211.95,2010-01-19 11:01:00,690,0.0014492753623188,6.53813982376767,0.6931471805599453,5.3610573963692225,5.3610573963692225,3,New Customers
12471,2,79,39918.19,505.2935443037975,2009-12-07 10:41:00,733,0.1077762619372442,1.0986122886681098,4.382026634673881,10.59461243963838,6.227116628161405,4,VIP Customers
12472,32,19,16249.29,855.2257894736842,2009-12-14 10:49:00,726,0.0261707988980716,3.4965075614664802,2.995732273553991,9.69586603375249,6.752534114109458,4,VIP Customers
12473,29,5,3928.05,785.61,2011-06-01 10:15:00,192,0.0260416666666666,3.4011973816621555,1.791759469228055,8.276152945361936,6.667732572858675,2,Loyal Customers
12474,17,31,12372.75,399.1209677419355,2010-02-11 09:41:00,667,0.0464767616191904,2.8903717578961645,3.4657359027997265,9.423332572234017,5.991766920743305,4,VIP Customers
12475,54,2,1149.64,574.82,2010-10-26 08:49:00,410,0.0048780487804878,4.007333185232471,1.0986122886681098,7.048073588295634,6.355795111857591,2,Loyal Customers
12476,16,23,14083.91,612.3439130434782,2010-07-26 09:04:00,502,0.045816733067729,2.833213344056216,3.1780538303479458,9.5528592905137,6.41892581131356,4,VIP Customers
12477,23,9,20276.37,2252.93,2010-03-26 14:01:00,623,0.0144462279293739,3.1780538303479458,2.302585092994046,9.917260764877222,7.720430638216856,4,VIP Customers
12478,4,1,680.99,680.99,2011-12-06 09:56:00,4,0.25,1.6094379124341003,0.6931471805599453,6.525014994979364,6.525014994979364,1,Regular Customers
12479,11,1,527.2,527.2,2011-11-28 13:26:00,11,0.0909090909090909,2.4849066497880004,0.6931471805599453,6.269474999863032,6.269474999863032,1,Regular Customers
12480,28,7,5464.85,780.6928571428572,2010-07-20 13:21:00,507,0.0138067061143984,3.367295829986474,2.0794415416798357,8.606274923740443,6.661461897590648,2,Loyal Customers
12481,23,15,12185.51,812.3673333333334,2010-04-11 13:10:00,607,0.0247116968698517,3.1780538303479458,2.772588722239781,9.408084881237475,6.701182832024093,4,VIP Customers
12482,576,29,23691.4,816.944827586207,2010-02-24 10:24:00,654,0.0443425076452599,6.3578422665081,3.4011973816621555,10.072909600590481,6.70679488638941,4,VIP Customers
12483,17,19,5097.18,268.27263157894737,2010-01-31 13:28:00,677,0.0280649926144756,2.8903717578961645,2.995732273553991,8.536638892276656,5.595724366650654,4,VIP Customers
12484,33,12,6354.1,529.5083333333333,2010-01-27 16:41:00,681,0.0176211453744493,3.5263605246161616,2.5649493574615367,8.757012919140978,6.2738356663818085,4,VIP Customers
12485,529,1,708.1,708.1,2010-06-28 15:22:00,529,0.0018903591682419,6.272877006546167,0.6931471805599453,6.563996560309951,6.563996560309951,3,New Customers
12486,432,1,1037.28,1037.28,2010-10-04 12:14:00,432,0.0023148148148148,6.07073772800249,0.6931471805599453,6.945320776868279,6.945320776868279,2,Loyal Customers
12487,731,1,285.3,285.3,2009-12-09 11:36:00,731,0.0013679890560875,6.595780513961311,0.6931471805599453,5.65704021210407,5.65704021210407,3,New Customers
12488,10,3,1298.66,432.8866666666667,2011-09-25 10:34:00,76,0.0394736842105263,2.3978952727983707,1.3862943611198906,7.169857970780942,6.072783363285527,1,Regular Customers
12489,336,1,334.93,334.93,2011-01-07 13:13:00,336,0.0029761904761904,5.820082930352362,0.6931471805599453,5.816902804925467,5.816902804925467,3,New Customers
12490,5,21,9823.64,467.79238095238094,2009-12-01 12:52:00,738,0.0284552845528455,1.791759469228055,3.091042453358316,9.192648794844782,6.150159985896051,4,VIP Customers
12491,39,1,460.4,460.4,2011-11-01 12:18:00,39,0.0256410256410256,3.6888794541139363,0.6931471805599453,6.134265345739653,6.134265345739653,3,New Customers
12492,63,3,715.21,238.4033333333333,2010-11-01 14:58:00,403,0.0074441687344913,4.1588830833596715,1.3862943611198906,6.573973420047142,5.478149716725073,1,Regular Customers
12493,166,2,433.74,216.87,2011-05-26 14:53:00,197,0.0101522842639593,5.117993812416755,1.0986122886681098,6.0747481512447195,5.383898554638242,3,New Customers
12494,16,9,1815.27,201.69666666666663,2010-05-12 13:52:00,576,0.015625,2.833213344056216,2.302585092994046,7.504540226523796,5.311710608659032,1,Regular Customers
12495,641,1,357.4,357.4,2010-03-09 10:53:00,641,0.0015600624024961,6.464588303689961,0.6931471805599453,5.881649681100775,5.881649681100775,3,New Customers
12496,620,2,45.34,22.67,2010-03-29 13:57:00,620,0.0032258064516129,6.431331081933479,1.0986122886681098,3.8360055190042304,3.1642084235258925,0,At Risk Customers
12497,82,3,6248.5,2082.833333333333,2010-03-05 09:39:00,645,0.0046511627906976,4.418840607796598,1.3862943611198906,8.740256739530276,7.641964425266944,2,Loyal Customers
12498,21,3,403.7000000000001,134.5666666666667,2011-10-13 09:30:00,58,0.0517241379310344,3.091042453358316,1.3862943611198906,6.00314605188182,4.909463524245069,1,Regular Customers
12499,560,1,393.72,393.72,2010-05-28 15:12:00,560,0.0017857142857142,6.329720905522696,0.6931471805599453,5.9781766527810465,5.9781766527810465,3,New Customers
12500,23,19,5955.21,313.4321052631579,2010-02-04 15:05:00,673,0.0282317979197622,3.1780538303479458,2.995732273553991,8.692189651745124,5.750768171318535,4,VIP Customers
12501,337,1,2169.39,2169.39,2011-01-07 12:28:00,337,0.0029673590504451,5.823045895483019,0.6931471805599453,7.682662153888476,7.682662153888476,2,Loyal Customers
12502,96,5,3723.87,744.774,2011-02-03 10:41:00,310,0.0161290322580645,4.574710978503383,1.791759469228055,8.222787230875806,6.614422605243761,2,Loyal Customers
12503,584,1,1126.0,1126.0,2010-05-04 13:59:00,584,0.0017123287671232,6.371611847231857,0.6931471805599453,7.027314514039777,7.027314514039777,2,Loyal Customers
12504,18,4,779.05,194.7625,2010-04-22 10:24:00,597,0.0067001675041876,2.9444389791664403,1.6094379124341003,6.659358020193259,5.276902189792552,1,Regular Customers
12505,409,1,955.2,955.2,2010-10-27 09:18:00,409,0.0024449877750611,6.016157159698354,0.6931471805599453,6.862967096192003,6.862967096192003,2,Loyal Customers
12506,233,1,73.5,73.5,2011-04-21 08:54:00,233,0.0042918454935622,5.455321115357702,0.6931471805599453,4.310799125385514,4.310799125385514,0,At Risk Customers
12507,134,4,1844.06,461.015,2010-05-04 09:23:00,585,0.0068376068376068,4.90527477843843,1.6094379124341003,7.520267076271057,6.135597358087147,2,Loyal Customers
12508,26,2,397.88,198.94,2011-11-10 16:27:00,29,0.0689655172413793,3.295836866004329,1.0986122886681098,5.988660619775247,5.298017321539034,1,Regular Customers
12509,284,1,176.5,176.5,2011-02-28 14:45:00,284,0.0035211267605633,5.652489180268651,0.6931471805599453,5.178970608915471,5.178970608915471,0,At Risk Customers
12510,143,9,5178.02,575.3355555555556,2009-12-04 13:47:00,735,0.0122448979591836,4.969813299576001,2.302585092994046,8.552371128165808,6.356690052801077,2,Loyal Customers
12511,429,1,3084.02,3084.02,2010-10-07 10:39:00,429,0.0023310023310023,6.063785208687608,0.6931471805599453,8.034313419300645,8.034313419300645,2,Loyal Customers
